case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,dV1,dV10,dV100,dV1000,A1,A10,A100,A1000,ratio1,ratio10,ratio100,g1_1_10,g2_10_100,g3_100_1000,A1e6_heur,is_mono,trend_score,elapsed_s
A1p80_PW0p10us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0821167022876163,-0.164250706032257,-0.174565008530336,-0.112898440448075,0.0821167022876163,0.164250706032257,0.174565008530336,0.112898440448075,0.727350191567826,1.45485363110751,1.54621275402491,0.0821340037446405,0.010314302498079,-0.0616665680822606,0.112898440448075,0,-4.92188576853487,51.9178957
A1p80_PW0p10us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0617214764061147,-0.153978412031164,-0.195047554273484,-0.225928124346959,0.0617214764061147,0.153978412031164,0.195047554273484,0.225928124346959,0.273190761816483,0.68153715911304,0.863316839535873,0.0922569356250492,0.0410691422423201,0.0308805700734747,0.272248979457171,1,-0.911031876682327,43.2494957
A1p80_PW0p10us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0925715152742644,-0.133780415124195,-0.226267108474137,-0.185139439424865,0.0925715152742644,0.133780415124195,0.226267108474137,0.185139439424865,0.500009698429669,0.722592741664248,1.22214428852672,0.0412088998499304,0.0924866933499422,-0.0411276690492725,0.185139439424865,0,-2.47728341170827,48.0718822
A1p80_PW0p10us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0410669694511112,-0.123463026563144,-0.185019296702545,-0.215902688792014,0.0410669694511112,0.123463026563144,0.185019296702545,0.215902688792014,0.190210551248263,0.571845710926182,0.856956889873563,0.0823960571120325,0.0615562701394008,0.0308833920894699,0.262227776926219,1,-0.747993799285694,40.4475259
A1p80_PW0p10us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.102846899935215,-0.12344965229412,-0.226211527313556,-0.236430786439949,0.102846899935215,0.12344965229412,0.226211527313556,0.236430786439949,0.43499791834993,0.522138652723532,0.956776952442324,0.0206027523589054,0.102761875019436,0.0102192591263927,0.251759675129538,1,-0.164407959850036,42.650286
A2p00_PW0p02us_Em0p95_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,0.95,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.144032403652499,-0.123422952352991,-0.0410583463880291,-0.0717619057066797,0.144032403652499,0.123422952352991,0.0410583463880291,0.0717619057066797,2.00708721757221,1.71989513290618,0.572146823355714,-0.0206094512995079,-0.0823646059649619,0.0307035593186507,0.117817244684656,0,-5.68334179873457,41.6895074
A2p00_PW0p02us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.174830176497355,0.0102753846609501,-0.0308133665511935,-0.0102895565445312,0.174830176497355,0.0102753846609501,0.0308133665511935,0.0102895565445312,16.9910312209008,0.998622692482444,2.99462531916115,-0.164554791836405,0.0205379818902434,-0.0205238100066623,0.0102895565445312,0,-11.1588468618168,42.1782375
A2p00_PW0p02us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.195047554273483,-0.174882093638175,-0.205378317103559,-0.236445387988471,0.195047554273483,0.174882093638175,0.205378317103559,0.236445387988471,0.824915875639722,0.739629963290728,0.868607837314101,-0.0201654606353085,0.0304962234653843,0.0310670708849118,0.283045994315839,0,-2.64702534170071,40.5897044
A2p00_PW0p02us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.21595280597606,-0.133463381653557,-0.102662045626109,-0.195412927855733,0.21595280597606,0.133463381653557,0.102662045626109,0.195412927855733,1.10511012933336,0.682981331471009,0.525359538658062,-0.0824894243225032,-0.0308013360274477,0.0927508822296239,0.334539251200169,0,-2.72867630661405,41.6479133
A2p00_PW0p02us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.174882093638174,-0.19537244005192,-0.267129059416345,-0.2158690713253,0.174882093638174,0.19537244005192,0.267129059416345,0.2158690713253,0.810130383961484,0.905050634870739,1.23745869557108,0.0204903464137454,0.0717566193644258,-0.0512599880910454,0.2158690713253,0,-2.80102778216006,40.3194784
A2p00_PW0p02us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,2e-08,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.195047554273485,-0.205588673791897,-0.205646586108076,-0.226100023609874,0.195047554273485,0.205588673791897,0.205646586108076,0.226100023609874,0.8626604772498,0.909281965165257,0.909538100990696,0.0105411195184124,5.79123161790762e-05,0.0204534375017976,0.25678017986257,1,-2.50010881316458,38.986143
A2p00_PW0p05us_Em0p95_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,0.95,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.164267968575695,1.11022302462516e-16,-0.0205280976479351,-0.0512947412099954,0.164267968575695,1.11022302462516e-16,0.0205280976479351,0.0512947412099954,3.20243293368415,2.16439930962906e-15,0.40019887348481,-0.164267968575695,0.020528097647935,0.0307666435620604,0.097444706553086,0,-3.59449916982399,49.8406569
A2p00_PW0p05us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.144001235247394,0.0822464974671664,0.0822464974671669,-0.0205238100066627,0.144001235247394,0.0822464974671664,0.0822464974671669,0.0205238100066627,7.01630132030291,4.0073698519167,4.00736985191673,-0.0617547377802272,5.55111512312578e-16,-0.0617226874605042,0.0205238100066627,0,-7.82501905602748,48.7015413
A2p00_PW0p05us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.174882093638174,-0.144032403652498,-0.133411254379122,-0.164285267442485,0.174882093638174,0.144032403652498,0.133411254379122,0.164285267442485,1.06450259576318,0.876721363362196,0.81207071367996,-0.0308496899856754,-0.0106211492733765,0.030874013063363,0.210596287037529,0,-3.00010889801326,47.3633646
A2p00_PW0p05us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.19506709424294,-0.0720935186776088,-0.0514717393436108,-0.0923617106611066,0.19506709424294,0.0720935186776088,0.0514717393436108,0.0923617106611066,2.11199091968619,0.780556338352526,0.557284387385059,-0.122973575565332,-0.020621779333998,0.0408899713174958,0.15369666763735,0,-3.49617693417969,48.4565096
A2p00_PW0p05us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.236430786439949,-0.226044106531125,-0.205400026699024,-0.19537244005192,0.236430786439949,0.226044106531125,0.205400026699024,0.19537244005192,1.21015423862812,1.15699075300004,1.05132549219552,-0.010386679908824,-0.0206440798321006,-0.0100275866471045,0.19537244005192,0,-4.94722960874653,45.4665929
A2p00_PW0p05us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,5e-08,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.215614711925525,-0.195067094242941,-0.143742017209196,-0.14375716979455,0.215614711925525,0.195067094242941,0.143742017209196,0.14375716979455,1.49985362283961,1.35692080277958,0.999894595967797,-0.0205476176825843,-0.0513250770337452,1.51525853544499e-05,0.143779898672582,0,-5.2591049903018,47.6162265
A2p00_PW0p10us_Em0p95_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,0.95,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.123449652294119,-0.0102363948219664,0,0.0101973348178592,0.123449652294119,0.0102363948219664,0,0.0101973348178592,12.1060703114223,1.00383041302505,0,-0.113213257472153,-0.0102363948219664,0.0101973348178592,0.0254933370446481,0,-8.7341239458553,56.0628628
A2p00_PW0p10us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.154026109497347,0.041036959080995,0.0514331309159733,0.0103143024980781,0.154026109497347,0.041036959080995,0.0514331309159733,0.0103143024980781,14.9332550141949,3.97864606827671,4.98658352569717,-0.112989150416352,0.0103961718349783,-0.0411188284178953,0.0103143024980781,0,-11.6966444454001,54.6854867
A2p00_PW0p10us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.22615583144394,-0.112870181829022,-0.0721415528319175,-0.123463026563144,0.22615583144394,0.112870181829022,0.0721415528319175,0.123463026563144,1.83176970255363,0.9142022917387,0.584317061067846,-0.113285649614918,-0.0407286289971044,0.0513214737312261,0.200445237159983,0,-3.41052051011295,55.8437901
A2p00_PW0p10us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.205704380630346,-0.0822819587297332,-0.0411320988575217,-0.0615907509211188,0.205704380630346,0.0822819587297332,0.0411320988575217,0.0615907509211188,3.33985829940276,1.33594667217346,0.667829150357346,-0.123422421900613,-0.0411498598722115,0.0204586520635971,0.0922787290165144,0,-4.5167786152462,55.0489185
A2p00_PW0p10us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.20553064652052,-0.174840035518829,-0.185019296702544,-0.256944246450554,0.20553064652052,0.174840035518829,0.185019296702544,0.256944246450554,0.799903673110937,0.680459040955701,0.720075655549457,-0.0306906110016909,0.0101792611837148,0.0719249497480099,0.364831671072569,0,-2.52074824805961,53.5402169
A2p00_PW0p10us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,2,1e-07,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.205588673791897,-0.16459956130454,-0.164285267442486,-0.164599561304539,0.205588673791897,0.16459956130454,0.164285267442486,0.164599561304539,1.24902321830324,1,0.99809055467972,-0.0409891124873574,-0.000314293862053616,0.000314293862053172,0.165071002097619,0,-3.24172467301317,55.6369814
